
PKUNZIP (R)    FAST!    Extract Utility    Version 2.04g  02-01-93
Copr. 1989-1993 PKWARE Inc. All Rights Reserved. Shareware Version
PKUNZIP Reg. U.S. Pat. and Tm. Off.

þ XMS version 3.00 detected.

Searching ZIP: DFMAP.ZIP

 Length  Method   Size  Ratio   Date    Time    CRC-32  Attr  Name
 ------  ------   ----- -----   ----    ----   -------- ----  ----
  10623  DeflatN   2605  76%  24-05-90  14:27  4c38384b --r-  FLOPPY/MATLREFS.DAT
   1924  DeflatN    604  69%  08-05-90  18:00  57756794 --w-  FLOPPY/NI.DAT
 140560  DeflatN  56741  60%  12-06-93  04:28  7cde5e0a --w-  FLOPPY/DFM290.EXE
 142448  DeflatN  57333  60%  12-06-93  05:45  33813f26 --w-  FLOPPY/DFMFIX.EXE
  12758  DeflatN   7563  41%  29-10-90  02:01  3b3e8f38 --w-  FLOPPY/TDSTRIP.EXE
      5  Stored       5   0%  12-06-93  06:38  9866bffb --w-  FLOPPY/Y.TXT
      0  Stored       0   0%  25-03-94  21:40  00000000 --wD  BUG/T4/
  60728  DeflatN  47660  22%  06-02-89  19:36  048c75bf --w-  BUG/BUG2.ARC
   1226  DeflatN    256  80%  06-02-89  19:24  0bbacb5c --w-  BUG/TURBO.TP
  90631  DeflatN  88897   2%  01-02-89  23:14  9c95e3c5 --w-  BUG/BUG.ARC
    985  DeflatN    573  42%  01-02-89  22:53  a6de3e7c --w-  BUG/T4/BUG.TXT
  16208  DeflatN   9402  42%  20-04-88  19:40  c8848127 --w-  BUG/T4/T4BUG1S.EXE
   5524  DeflatN   1570  72%  01-05-90  23:54  922d2e2c --w-  TRYOUTS/OLD_CNTR.PAS
   1129  DeflatN    548  52%  19-04-90  16:48  0b825c6f --w-  TRYOUTS/MEMFUNC.PAS
   5522  DeflatN   1565  72%  19-04-90  13:41  6e9042c4 --w-  TRYOUTS/CONTOURS.PAS
   4187  DeflatN   1302  69%  18-04-90  13:35  1cd4a564 --w-  TRYOUTS/TEXTEDIT.PAS
   3127  DeflatN   1191  62%  13-01-89  18:35  0d705538 --w-  TRYOUTS/MIXUP.PAS
   2251  DeflatN    855  63%  07-07-88  18:00  68d96758 --w-  TRYOUTS/NODUPL.PAS
   6300  DeflatN   2245  65%  24-06-88  21:41  e19b331b --w-  TRYOUTS/SCAN.PAS
   1407  DeflatN    613  57%  26-05-88  17:26  ccc3e6f4 --w-  TRYOUTS/TESTIT.PAS
   5365  DeflatN   1568  71%  31-12-87  04:00  501d9bcc --w-  TRYOUTS/EDITLN.PAS
   3279  DeflatN   1111  67%  31-12-87  04:00  42bb3ed7 --w-  TRYOUTS/REALCONV.PAS
    711  DeflatN    234  68%  06-05-88  19:05  ca9c9440 --w-  FIXER/PAR-ALL.BAT
    711  DeflatN    234  68%  06-05-88  19:04  29e33e15 --w-  FIXER/VBL-ALL.BAT
   2596  DeflatN    816  69%  06-05-88  18:55  3a1b83ee --w-  FIXER/FIXVBL.PAS
   3018  DeflatN   1121  63%  03-05-88  18:41  0568f8c8 --w-  FIXER/FIXPAR.PAS
   2841  DeflatN   1066  63%  29-04-88  13:52  1de2ff29 --w-  FIXER/CNVTPAR.PAS
   2911  DeflatN    957  68%  07-04-88  20:59  68cf9e31 --w-  FIXER/CNVTVBL.PAS
   2840  DeflatN   1066  63%  07-04-88  19:43  80b81a6c --w-  FIXER/CNVTDFM.PAS
   8049  DeflatN   2416  70%  12-03-90  12:30  e7483dce --w-  PACKER/MATLREFS.DAT
    348  DeflatN    178  49%  12-03-90  12:30  a1c4113b --w-  PACKER/PACKDATA.LST
    382  DeflatN    156  60%  12-03-90  12:30  2d8f1da5 --w-  PACKER/PACKLIST.LST
   3714  DeflatN   1336  65%  12-03-90  10:48  527fead7 --w-  PACKER/PACK-REF.PAS
    392  DeflatN    171  57%  12-03-90  10:38  4117c52a --w-  PACKER/PACKREFS.LST
   6816  DeflatN   2042  71%  25-06-88  12:27  46cc3c00 --w-  PACKER/PACK-VBL.PAS
   5095  DeflatN   1760  66%  24-06-88  17:48  bf2adf9b --w-  PACKER/PACK-R.PAS
   5020  DeflatN   1849  64%  29-01-88  16:58  0a3cc569 --w-  PACKER/PACK.PAS
  16283  DeflatN   4443  73%  12-06-93  04:13  d7616e15 --r-  SOURCE/CONTOURS.PAS
   2255  DeflatN    996  56%  12-06-93  04:11  64cb0870 --w-  SOURCE/DFM290.PAS
  34053  DeflatN   7931  77%  12-06-93  04:11  f52a2ffc --w-  SOURCE/DFMEDITS.PAS
  32716  DeflatN   7029  79%  12-06-93  04:11  0fd64fee --w-  SOURCE/DFMFILES.PAS
  39918  DeflatN  11083  73%  12-06-93  04:30  a8a9a72e --w-  SOURCE/DFMGLBLS.PAS
  26297  DeflatN   7049  74%  12-06-93  04:12  643cb0aa --w-  SOURCE/DFMMAIN.PAS
  29177  DeflatN   9379  68%  12-06-93  04:12  5f43315b --w-  SOURCE/DFMMODLS.PAS
  63634  DeflatN  18127  72%  12-06-93  04:12  0d56b3fc --w-  SOURCE/DFMPLOTS.PAS
  13528  DeflatN   4273  69%  12-06-93  04:12  b78781a5 --r-  SOURCE/LOOPS.PAS
   7874  DeflatN   2526  68%  12-06-93  04:13  0e60f6c0 --w-  SOURCE/OLD_CNTR.PAS
   1201  DeflatN    320  74%  04-01-91  17:42  372e692a --w-  SOURCE/TURBO.PCK
    559  DeflatN    222  61%  04-01-91  22:53  e2decd59 --w-  SOURCE/TDCONFIG.TD
   1226  DeflatN    281  78%  14-04-90  03:33  7041ae2f --w-  SOURCE/TURBO.TP
      0  Stored       0   0%  13-05-94  00:14  00000000 --wD  SOURCE/VCSFILES/
    438  DeflatN    274  38%  05-12-91  02:10  719a1606 --w-  SOURCE/BF-FIX.BAT
    529  DeflatN    302  43%  12-06-93  04:46  0bed70cc --w-  SOURCE/BF-IND.BAT
    238  DeflatN    206  14%  05-12-91  02:03  0256f790 --w-  SOURCE/BF.BAT
  53684  DeflatN   7958  86%  24-05-90  19:09  ffa61c36 --w-  SOURCE/MATLPARS.DAT
  10623  DeflatN   2605  76%  24-05-90  14:27  4c38384b --w-  SOURCE/MATLREFS.DAT
    215  DeflatN    144  34%  21-03-90  14:01  6b67aa66 --w-  SOURCE/COMPRESS.TXT
   1491  DeflatN    902  40%  24-05-90  21:05  fcb19899 --w-  SOURCE/DEVELOP.TXT
    438  DeflatN    274  38%  05-12-91  02:15  53c3cf46 --w-  SOURCE/MF-FIX.BAT
    238  DeflatN    206  14%  05-12-91  02:03  af64c244 --w-  SOURCE/MF.BAT
  16497  DeflatN   5031  70%  25-03-90  00:30  43413b07 --w-  SOURCE/STRINGIO.PAS
    153  DeflatN    128  17%  12-06-93  06:12  f1814071 --w-  SOURCE/VCS.CFG
    238  DeflatN    206  14%  05-12-91  02:03  0256f790 --w-  SOURCE/B-FAST.BAT
    428  DeflatN    274  36%  05-12-91  02:03  3567e573 --w-  SOURCE/BILD-FIX.BAT
    184  DeflatN    148  20%  05-12-91  02:03  34d523c8 --w-  SOURCE/BILD-IND.BAT
    221  DeflatN    187  16%  05-12-91  02:03  7784cc83 --w-  SOURCE/BILD6-0.BAT
    228  DeflatN    189  18%  05-12-91  02:03  ba9035a8 --w-  SOURCE/BILD6-1.BAT
    190  DeflatN    156  18%  05-12-91  02:03  35e1dc3d --w-  SOURCE/BILD6-2.BAT
     29  Stored      29   0%  05-12-91  02:03  ed73c20b --w-  SOURCE/CU.BAT
    218  DeflatN    178  19%  05-12-91  02:03  aa48649e --w-  SOURCE/DFM.BAT
    160  DeflatN     67  59%  05-12-91  02:03  f364be22 --w-  SOURCE/DOFLOPPY.BAT
     22  Stored      22   0%  05-12-91  02:03  8d2e7e5f --w-  SOURCE/F.BAT
    340  DeflatN    202  41%  05-12-91  02:03  1d24ff77 --w-  SOURCE/HELP.BAT
     78  DeflatN     66  16%  05-12-91  02:03  b91362b9 --w-  SOURCE/INDENT.BAT
    238  DeflatN    206  14%  05-12-91  02:03  af64c244 --w-  SOURCE/M-FAST.BAT
    430  DeflatN    277  36%  05-12-91  02:03  7a54df67 --w-  SOURCE/MAKE-FIX.BAT
    221  DeflatN    187  16%  05-12-91  02:03  230c0f1e --w-  SOURCE/MAKE6-0.BAT
    228  DeflatN    188  18%  05-12-91  02:03  cc90ee20 --w-  SOURCE/MAKE6-1.BAT
    190  DeflatN    156  18%  05-12-91  02:03  767e4af3 --w-  SOURCE/MAKE6-2.BAT
   1152  DeflatN    313  73%  05-12-91  02:03  4380b83b --w-  SOURCE/RUNALL.BAT
   8502  DeflatN   3987  54%  29-05-90  11:01  c193d406 --w-  SOURCE/README
  86016  DeflatN  32180  63%  13-04-90  03:55  e66b7fa0 --w-  SOURCE/DFM290-2.DOC
   2048  DeflatN    736  65%  13-04-90  02:40  e0d244e8 --w-  SOURCE/DFM290.STY
   1024  DeflatN    334  68%  12-04-90  15:57  cf78efb6 --w-  SOURCE/DFM-IDX2.DOC
   2560  DeflatN    805  69%  12-04-90  15:31  6e51397a --w-  SOURCE/DFM-IDX1.DOC
   2806  DeflatN   1323  53%  12-06-93  04:33  e4d519a9 --r-  SOURCE/VCSFILES/DFM290.PAV
  34614  DeflatN   8350  76%  12-06-93  04:34  41e172ad --r-  SOURCE/VCSFILES/DFMEDITS.PAV
  16910  DeflatN   4805  72%  12-06-93  04:34  0f47bddb --r-  SOURCE/VCSFILES/CONTOURS.PAV
  33343  DeflatN   7416  78%  12-06-93  04:34  dba6135d --r-  SOURCE/VCSFILES/DFMFILES.PAV
  44538  DeflatN  11887  74%  12-06-93  04:34  30099877 --r-  SOURCE/VCSFILES/DFMGLBLS.PAV
    742  DeflatN    470  37%  12-06-93  04:47  159c81cd --r-  SOURCE/VCSFILES/BF-IND.BAV
   4112  DeflatN    519  88%  12-06-93  04:47  0e6e5d7e --w-  SOURCE/VCSFILES/JOURNAL.VCS
    447  DeflatN    366  19%  12-06-93  04:46  0c8ea850 --r-  SOURCE/VCSFILES/BF.BAV
    651  DeflatN    463  29%  12-06-93  04:46  62389f85 --r-  SOURCE/VCSFILES/BF-FIX.BAV
    651  DeflatN    462  30%  12-06-93  04:46  1c8ac18f --r-  SOURCE/VCSFILES/MF-FIX.BAV
    447  DeflatN    367  18%  12-06-93  04:46  b80c8c48 --r-  SOURCE/VCSFILES/MF.BAV
  10873  DeflatN   2818  75%  12-06-93  04:35  925a0754 --r-  SOURCE/VCSFILES/MATLREFS.DAV
  53934  DeflatN   8264  85%  12-06-93  04:35  2db1d6bc --r-  SOURCE/VCSFILES/MATLPARS.DAV
   8501  DeflatN   2871  67%  12-06-93  04:35  6e314ae5 --r-  SOURCE/VCSFILES/OLD_CNTR.PAV
  14149  DeflatN   4627  68%  12-06-93  04:35  14679cb8 --r-  SOURCE/VCSFILES/LOOPS.PAV
  64263  DeflatN  18536  72%  12-06-93  04:34  c36999ad --r-  SOURCE/VCSFILES/DFMPLOTS.PAV
  29867  DeflatN   9807  68%  12-06-93  04:34  b7347d17 --r-  SOURCE/VCSFILES/DFMMODLS.PAV
  26993  DeflatN   7430  73%  12-06-93  04:34  670a475c --r-  SOURCE/VCSFILES/DFMMAIN.PAV
   2964  DeflatN    921  69%  31-12-87  04:00  26b06c02 --w-  MISC/MISCTOOL.PAS
   3024  DeflatN   1173  62%  03-03-90  17:22  2cb06434 --w-  MISC/GRAPHPRN.PAS
   6456  DeflatN   2362  64%  12-06-93  02:23  d4862edc --w-  MISC/HPCOPY.PAS
   7420  DeflatN   2080  72%  23-05-90  19:56  21d9baad --w-  MISC/HPUNIT.PAS
  16331  DeflatN   4941  70%  13-01-89  15:56  270050f0 --w-  MISC/STRINGIO.PAS
      0  Stored       0   0%  13-05-94  00:03  00000000 --wD  MISC/OLD-REFS/
